"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"602","13781-5973","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"603","13781-5964","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"604","13781-5963","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"605","842-5787","CX-30","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"606","1243-5798","Outback","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"607","1306-5602","Corolla Hybrid","Dark - Unknown Lighting"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"608","13781-5924","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"609","13781-5922","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"610","13781-5920","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"611","13781-5919","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"612","753-4922","SORENTO","Unknown"," "," ","Y"," "," ",NA," "," ","","Minor"
"613","13781-5918","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"614","13781-5916","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"615","13781-5915","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"616","13781-5914","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"617","13781-5835","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Fatality"
"618","855-5908","GLC 300","Unknown","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"619","945-5789","Rogue Sport","Dark - Unknown Lighting"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"620","945-5880","Rogue","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"621","502-5810","Escape","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"622","13781-5870","Model X","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"623","13781-5835","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Fatality"
"624","13781-5830","Model S","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","Unknown"
"625","13781-5829","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"626","13781-5823","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"627","13781-5822","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"628","13781-5821","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"629","13781-5820","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"630","502-5810","Escape","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"631","945-5789","Rogue Sport","Dark - Unknown Lighting"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"632","13781-5806","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Serious"
"633","13781-5808","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"634","13781-5807","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"635","13781-5806","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"636","13781-5803","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"637","13781-5802","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"638","13781-5801","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"639","13781-5800","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"640","1243-5798","Outback","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"641","13781-5785","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Fatality"
"642","13781-5796","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"643","13781-5795","Model S","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"644","13781-5794","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"645","13781-5793","Model S","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"646","13781-5792","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"647","13781-5791","Model S","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"648","945-5789","Rogue Sport","Dark - Unknown Lighting"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"649","842-5787","CX-30","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"650","13781-5785","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"651","13781-5784","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"652","13781-5783","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"653","13781-5777","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"654","13781-5776","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"655","13781-5775","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"656","13781-5774","Model S","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"657","13781-5773","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"658","13781-5704","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"659","13781-5703","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"660","13781-5685","Model S","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Fatality"
"661","13781-5673","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"662","13781-5685","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"663","13781-5664","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"664","13781-5683","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"665","13781-5682","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"666","13781-5681","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"667","13781-5680","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"668","13781-5679","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"669","540-5666","Bolt EUV","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"670","13781-5673","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"671","13781-5664","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"672","13781-5660","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"673","13781-5659","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"674","13781-5658","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"675","13781-5657","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"676","13781-5655","Model S","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"677","13781-5641","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"678","13781-5647","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"679","13781-5646","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"680","13781-5645","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"681","13781-5644","Model 3","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"682","13781-5641","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"683","1306-5625","Camry","Unknown","Y"," "," "," "," ",NA," "," ","","Unknown"
"684","13781-5609","Model 3","Unknown","Y"," "," "," "," ",NA," "," ","","Fatality"
"685","13781-5638","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"686","13781-5637","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"687","13781-5636","Model S","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"688","13781-5635","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"689","13781-5634","Model 3","Dawn / Dusk"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"690","13781-5632","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"691","13781-5631","Model X","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"692","13781-5630","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"693","13781-5629","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"694","13781-5628","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"695","13781-5627","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"696","13781-5626","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"697","13781-5620","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"698","13781-5619","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"699","13781-5618","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"700","13781-5617","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"701","13781-5616","Model Y","Dark - Not Lighted"," "," "," "," ","Y",NA," "," ","","Unknown"
"702","13781-5615","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"703","13781-5614","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"704","13781-5613","Model 3","Dark - Lighted"," "," "," "," ","Y",NA," "," ","","Unknown"
"705","1306-5602","Corolla Hybrid","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"706","13781-5609","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"707","13781-5453","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"708","669-5249","IONIQ 5","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"709","669-5395","Palisade","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"710","13781-5483","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"711","13781-5477","Model 3","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"712","13781-5478","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"713","1306-5170","Camry","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"714","13781-5468","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"715","13781-5466","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"716","13781-5452","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"717","13781-5454","Model 3","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"718","13781-5451","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"719","13781-5455","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"720","13781-5450","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"721","13781-5442","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"722","13781-5441","Model 3","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"723","13781-5444","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"724","13781-5443","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"725","10039-5057","X5 M50i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Moderate"
"726","1243-5173","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"727","10039-4932","745e xDrive","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"728","1306-5424","Venza HV","Unknown"," "," ","Y"," "," ",NA," "," ","","Unknown"
"729","13781-5483","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"730","13781-5478","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"731","13781-5477","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"732","13781-5468","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"733","13781-5466","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"734","13781-5455","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"735","13781-5454","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"736","13781-5453","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"737","13781-5452","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"738","13781-5451","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"739","13781-5450","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"740","669-5395","Palisade","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"741","13781-5444","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"742","13781-5443","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"743","13781-5442","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"744","13781-5441","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"745","13781-5428","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"746","13781-5427","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"747","13781-5421","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"748","13781-5420","Model 3","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"749","13781-5419","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"750","13781-5418","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"751","13781-5417","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"752","13781-5416","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"753","13781-5428","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"754","13781-5427","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"755","1306-5424","Venza HV","Unknown"," "," ","Y"," "," ",NA," "," ","","Unknown"
"756","13781-5421","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"757","13781-5420","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"758","13781-5419","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"759","13781-5418","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"760","13781-5417","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"761","13781-5416","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"762","13781-5393","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"763","13781-5392","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"764","13781-5394","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"765","13781-5391","Model X","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"766","13781-5388","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"767","13781-5372","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Fatality"
"768","13781-5371","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"769","13781-5370","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"770","13781-5369","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"771","13781-5368","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"772","13781-5367","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"773","13781-5366","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"774","13781-5365","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"775","13781-5364","Model Y","Daylight"," "," "," "," "," ",NA," ","Y","Hazy","Unknown"
"776","945-5351","Rogue","Daylight"," "," "," "," "," ",NA,"Y"," ","","Minor"
"777","669-5395","Palisade","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"778","669-5249","IONIQ 5","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"779","13781-5394","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"780","13781-5393","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"781","13781-5392","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"782","13781-5391","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"783","13781-5388","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"784","13781-5354","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"785","13781-5355","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"786","13781-5349","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"787","13781-5309","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"788","13781-5308","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"789","13781-5305","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"790","13781-5304","Model X","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","Unknown"
"791","13781-5303","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"792","13781-5372","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"793","13781-5371","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"794","13781-5370","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"795","13781-5369","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"796","13781-5368","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"797","13781-5367","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"798","13781-5366","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"799","13781-5365","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"800","13781-5364","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"801","13781-5355","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"802","13781-5354","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"803","945-5351","Rogue","Daylight"," "," "," "," "," ",NA,"Y"," ","","Minor"
"804","13781-5349","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"805","13781-5283","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"806","13781-5255","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"807","13781-5248","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"808","13781-5246","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"809","13781-5247","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"810","13781-5245","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"811","13781-5244","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"812","13781-5228","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"813","13781-5309","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"814","13781-5308","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"815","13781-5305","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"816","13781-5304","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"817","13781-5303","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"818","1243-4796","Crosstrek","Daylight"," "," ","Y"," "," ",NA," "," ","","Minor"
"819","1243-4978","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Moderate"
"820","1243-4930","Outback","Daylight"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"821","13781-5283","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"822","540-5193","Yukon","Daylight"," "," ","Y"," ","Y",NA," "," ","","No Injuries Reported"
"823","12381-4852","Cascadia","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"824","10039-4932","745e xDrive","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"825","10039-5057","X5 M50i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Moderate"
"826","1243-5197","Crosstrek","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"827","669-5249","IONIQ 5","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"828","13781-5255","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"829","13781-5248","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"830","13781-5247","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"831","13781-5246","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"832","13781-5245","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"833","13781-5244","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"834","13781-5228","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"835","1243-5173","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"836","1306-5170","Camry","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"837","13781-5199","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"838","13781-5194","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"839","13781-5195","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"840","13781-5177","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"841","13781-5169","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"842","13781-5168","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"843","13781-5167","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"844","13781-5166","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"845","13781-5150","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"846","13781-5148","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"847","13781-5199","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"848","1243-5197","Crosstrek","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"849","540-5193","Yukon","Daylight"," "," ","Y"," ","Y",NA," "," ","","No Injuries Reported"
"850","13781-5195","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"851","13781-5194","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"852","1306-5139","Corolla Hyrbid","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"853","1243-5133","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"854","13781-5165","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Fatality"
"855","13781-5163","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"856","13781-5162","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"857","13781-5151","Model Y","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"858","13781-5149","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"859","13781-5147","Model Y","Dawn / Dusk"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"860","13781-5177","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"861","1243-5173","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"862","1306-5170","Camry","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"863","13781-5169","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"864","13781-5168","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"865","13781-5167","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"866","13781-5166","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"867","13781-5165","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"868","13781-5163","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"869","13781-5162","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"870","13781-5135","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"871","13781-5115","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"872","13781-5113","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"873","13781-5108","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"874","13781-5107","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"875","13781-5106","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"876","13781-5151","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"877","13781-5150","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"878","13781-5149","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"879","13781-5148","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"880","13781-5147","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"881","13781-5105","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"882","13781-5104","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"883","13781-5100","Model Y","Daylight"," "," "," "," "," ",NA,"Y"," ","","Serious"
"884","13781-5097","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"885","1306-5139","Corolla Hyrbid","Daylight"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"886","10039-5057","X5 M50i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Moderate"
"887","13781-5135","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"888","1243-5133","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"889","13781-5090","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"890","13781-5091","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"891","13781-5059","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"892","13781-5038","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"893","13781-5037","Model S","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
