"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"1643","1243-3681","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1644","13781-3680","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1645","13781-3677","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1646","13781-3675","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1647","13781-3674","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1648","13781-3673","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1649","10039-3261","540i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1650","13781-3622","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1651","13781-3621","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1652","13781-3620","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1653","13781-3565","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1654","13781-3555","Model Y","Dark - Unknown Lighting","Y"," "," "," "," ",NA," "," ","","Unknown"
"1655","13781-3554","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"1656","13781-3553","Model S","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"1657","13781-3552","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1658","13781-3543","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1659","13781-3544","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1660","12381-3536","Cascadia","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1661","1243-3577","Outback","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"1662","10003-2800","LT","Dark - Not Lighted"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1663","1306-3573","Sienna HV","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1664","13781-3565","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1665","13781-3518","Model X","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1666","13781-3555","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1667","13781-3554","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1668","13781-3553","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1669","13781-3552","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1670","13781-3529","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1671","13781-3517","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1672","13781-3512","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1673","13781-3513","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1674","13781-3544","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1675","13781-3543","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1676","1306-3507","NX 350","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1677","62-3542","CRV","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1678","28349-3493","Dream","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1679","12381-3536","Cascadia","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1680","62-3538","Civic","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1681","13781-3483","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1682","13781-3489","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1683","13781-3487","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1684","13781-3529","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1685","13781-3485","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1686","13781-3480","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1687","13781-3483","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1688","13781-3490","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1689","13781-3511","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1690","13781-3506","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1691","13781-3488","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Fatality"
"1692","13781-3510","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1693","13781-3509","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1694","13781-3518","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1695","13781-3517","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1696","13781-3469","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1697","62-3514","Civic","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1698","13781-3513","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1699","13781-3512","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1700","1306-3507","NX 350","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1701","13781-3511","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1702","13781-3510","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1703","13781-3509","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1704","13781-3449","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1705","13781-3506","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1706","13781-3470","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1707","13781-3467","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1708","13781-3468","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1709","13781-3458","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1710","13781-3459","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1711","13781-3462","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1712","13781-3460","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1713","13781-3461","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1714","13781-3457","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1715","13781-3463","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1716","28349-3493","Dream","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1717","13781-3424","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1718","13781-3425","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1719","13781-3390","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1720","13781-3490","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1721","13781-3489","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1722","13781-3488","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1723","13781-3487","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1724","13781-3486","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1725","13781-3485","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1726","13781-3483","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1727","13781-3480","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1728","13781-3359","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1729","13781-3363","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1730","13781-3362","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1731","13781-3366","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1732","13781-3361","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1733","13781-3360","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1734","13781-3365","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1735","13781-3358","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1736","13781-3470","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1737","13781-3469","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1738","13781-3468","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1739","13781-3467","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1740","13781-3463","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1741","13781-3462","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1742","13781-3461","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1743","13781-3460","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1744","13781-3459","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1745","13781-3458","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1746","13781-3457","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1747","13781-3333","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1748","13781-3331","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1749","13781-3332","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Fatality"
"1750","13781-3334","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1751","13781-3327","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Fatality"
"1752","13781-3449","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1753","669-3126","GV70","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"1754","1243-3278","Outback","Daylight"," "," "," "," ","Y",NA," "," ","","Minor"
"1755","1306-2797","RAV4","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1756","13781-3425","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1757","13781-3424","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1758","753-3117","Telluride","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Minor"
"1759","10039-3261","540i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1760","13781-3390","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1761","13781-3301","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1762","62-3382","Civic","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1763","13781-3318","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1764","13781-3305","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1765","13781-3304","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1766","13781-3306","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1767","13781-3299","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1768","13781-3302","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1769","13781-3298","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1770","13781-3295","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1771","13781-3300","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1772","13781-3303","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1773","13781-3366","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1774","13781-3365","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1775","13781-3363","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1776","13781-3362","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1777","13781-3361","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1778","13781-3360","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1779","13781-3359","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1780","13781-3358","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1781","62-3350","CRV Hybrid","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1782","1243-3278","Outback","Daylight"," "," "," "," ","Y",NA," "," ","","Minor"
"1783","13781-3285","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1784","13781-3288","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1785","13781-3279","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1786","13781-3334","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1787","13781-3333","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1788","13781-3332","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1789","13781-3331","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1790","13781-3327","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1791","13781-3325","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1792","13781-3318","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1793","13781-3317","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1794","13781-3275","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1795","13781-3276","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1796","13781-3272","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"1797","13781-3271","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1798","13781-3270","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1799","13781-3273","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1800","13781-3274","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1801","13781-3306","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1802","13781-3305","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1803","13781-3304","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1804","13781-3303","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1805","13781-3302","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1806","13781-3301","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1807","13781-3300","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1808","13781-3299","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1809","13781-3298","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1810","13781-3295","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1811","13781-3262","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1812","13781-3257","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1813","13781-3258","Model 3","Unknown","Y"," "," "," "," ",NA," "," ","","Unknown"
"1814","10039-3261","540i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1815","13781-3288","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1816","13781-3285","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1817","62-3282","Civic","Unknown"," "," "," "," "," ",NA,"Y"," ","","Moderate"
"1818","62-3280","CRV","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1819","1243-3278","Outback","Daylight"," "," "," "," ","Y",NA," "," ","","Minor"
"1820","13781-3279","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"1821","13781-3276","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1822","13781-3275","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1823","13781-3274","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1824","13781-3273","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1825","13781-3272","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1826","13781-3271","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1827","13781-3270","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1828","13781-3230","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1829","13781-3231","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1830","13781-3250","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1831","13781-3249","Model X","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1832","13781-3248","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1833","13781-3253","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1834","13781-3233","Model Y","Dawn / Dusk"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1835","13781-3262","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1836","10039-3261","540i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1837","669-3126","GV70","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"1838","13781-3153","Model Y","Dawn / Dusk"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1839","13781-3258","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1840","13781-3257","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1841","13781-3253","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1842","62-3251","Accord","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1843","13781-3250","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1844","13781-3249","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1845","13781-3248","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1846","13781-3223","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1847","13781-3217","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1848","13781-3171","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1849","13781-3154","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1850","13781-3155","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1851","13781-3145","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1852","13781-3144","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1853","13781-3129","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1854","13781-3130","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1855","62-3235","ILX","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1856","753-3117","Telluride","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Minor"
"1857","13781-3233","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1858","13781-3231","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1859","13781-3230","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1860","13781-3223","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1861","13781-3217","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1862","62-3212","MDX","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1863","10003-2800","LT","Dark - Not Lighted"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1864","1042-2072","Cayenne E-hybrid","Daylight"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1865","13781-2828","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1866","855-2377","AMG GLE43 4Matic Coupe","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"1867","855-1341","S580 4Matic","Daylight","Y"," "," "," "," ",NA," "," ","","Minor"
"1868","1306-3076","RAV4","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1869","13781-3171","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1870","62-3161","Passport","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1871","13781-3155","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1872","13781-3154","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1873","13781-3153","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1874","13781-3078","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1875","13781-3077","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1876","13781-3104","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1877","13781-3079","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1878","13781-3145","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1879","13781-3144","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
